1653104249.8724053	10000
1653104250.8748496	20008
1653104251.8755417	40024
1653104252.8761253	50032
1653104253.8768492	60040
1653104254.8775136	70048
1653104255.878193	80056
1653104256.8788085	100072
1653104257.8794122	110080
1653104258.8800004	120088
1653104259.8806682	130096
1653104260.8812637	140104
1653104261.8832476	160120
1653104262.8839338	170128
1653104263.8845363	180136
1653104264.8851764	190144
1653104265.8858476	210160
1653104266.8864305	220168
1653104267.8871274	230176
1653104268.8885317	240184
1653104269.8891907	250192
1653104270.8898242	270208
1653104271.8966177	280216
1653104272.897244	290224
1653104273.901335	300232
1653104274.9019737	310240
1653104275.9025598	330256
1653104276.90324	340264
1653104277.9038439	350272
1653104278.905866	360280
1653104279.9066737	370288
1653104280.907258	390304
1653104281.9078631	400312
1653104282.90843	410320
1653104283.9129405	420328
1653104284.913568	430336
1653104285.9142485	450352
1653104286.9148967	460360
1653104287.9155507	470368
1653104288.9161303	480376
1653104289.916742	490384
1653104290.9183404	500392
1653104291.9273403	510400
1653104292.9279811	530416
1653104293.9286454	540424
1653104294.929341	550432
1653104295.9299548	560440
1653104296.9313664	570448
1653104297.9334674	580456
1653104298.9341455	600472
1653104299.9347785	610480
1653104300.935329	620488
1653104301.9359393	630496
1653104302.9365714	640504
1653104303.9372058	650512
1653104304.937805	660520
1653104305.938505	680536
1653104306.9390883	690544
1653104307.939705	700552
1653104308.9403703	710560
1653104309.9409666	720568
1653104310.94156	730576
1653104311.942247	750592
1653104312.9428046	760600
1653104313.9446294	770608
1653104314.9466836	780616
1653104315.9473457	790624
1653104316.947946	810640
1653104317.9485304	820648
1653104318.956225	830656
1653104319.9568834	840664
1653104320.9574866	850672
1653104321.9581432	870688
1653104322.9587667	880696
1653104323.959385	890704
1653104324.9599636	900712
1653104325.9606762	920728
1653104326.9657202	930736
1653104327.966326	940744
1653104328.9669833	950752
1653104329.9676206	960760
1653104330.9681504	980776
1653104331.9688208	990784
1653104332.969578	1000792
1653104333.9700632	1010800
1653104334.9751763	1020808
1653104335.9757843	1040824
1653104336.9798257	1050832
1653104337.9833186	1060840
1653104338.9889605	1070848
1653104339.9914935	1080856
1653104340.9921849	1100872
1653104341.9927995	1110880
1653104342.994178	1120888
1653104343.9947853	1130896
1653104345.0003364	1150912
1653104346.0016148	1160920
1653104347.0030751	1170928
1653104348.003546	1180936
1653104349.0041425	1190944
1653104350.007465	1210960
1653104351.0110693	1220968
1653104352.0116951	1230976
1653104353.0128634	1240984
1653104354.020169	1261000
1653104355.0213883	1271008
1653104356.022019	1281016
1653104357.0276852	1291024
1653104358.0327723	1311040
1653104359.0332685	1321048
1653104360.0372338	1331056
1653104361.046385	1341064
1653104362.0502443	1351072
1653104363.0507364	1371088
1653104364.0513783	1381096
1653104365.0518792	1391104
1653104366.0524004	1401112
1653104367.0529885	1411120
1653104368.0536666	1431136
1653104369.054175	1441144
1653104370.0578094	1451152
1653104371.0583677	1461160
1653104372.0589716	1481176
1653104373.0651314	1491184
1653104374.069857	1501192
1653104375.0703561	1511200
1653104376.0789597	1521208
1653104377.0794864	1541224
1653104378.0800436	1551232
1653104379.087727	1561240
1653104380.0882344	1571248
1653104381.0887454	1591264
1653104382.089396	1601272
1653104383.09494	1611280
1653104384.1005805	1621288
1653104385.108332	1641304
1653104386.108821	1651312
1653104387.1093132	1661320
1653104388.114675	1671328
1653104389.1196826	1681336
1653104390.1201727	1701352
1653104391.120748	1711360
1653104392.121284	1721368
1653104393.1217716	1731376
1653104394.1232817	1751392
