1653102039.4035237	10000
1653102040.406629	20008
1653102041.4123747	30016
1653102042.418485	40024
1653102043.419085	50032
1653102044.4261854	60040
1653102045.4315245	70048
1653102046.432384	90064
1653102047.433068	100072
1653102048.433639	110080
1653102049.439394	120088
1653102050.4472475	130096
1653102051.449109	140104
1653102052.4496598	150112
1653102053.4569106	160120
1653102054.457473	170128
1653102055.460497	180136
1653102056.4625292	190144
1653102057.4631755	210160
1653102058.467274	220168
1653102059.4679103	230176
1653102060.4724245	240184
1653102061.4730046	250192
1653102062.4776187	260200
1653102063.486659	270208
1653102064.4872825	280216
1653102065.4879093	290224
1653102066.488452	300232
1653102067.4974031	310240
1653102068.4979959	320248
1653102069.502252	330256
1653102070.5028899	340264
1653102071.5035155	360280
1653102072.5123386	370288
1653102073.5196757	380296
1653102074.5254834	390304
1653102075.5260303	400312
1653102076.531978	410320
1653102077.5435646	420328
1653102078.5443478	430336
1653102079.5465748	440344
1653102080.549495	450352
1653102081.5512736	460360
1653102082.551835	470368
1653102083.5524075	480376
1653102084.5542715	490384
1653102085.5602477	500392
1653102086.5624495	510400
1653102087.5630271	520408
1653102088.5654178	530416
1653102089.5713675	540424
1653102090.571999	550432
1653102091.5764916	570448
1653102092.5773165	580456
1653102093.5802712	590464
1653102094.580976	600472
1653102095.5824144	610480
1653102096.5894077	620488
1653102097.5913403	630496
1653102098.5919676	640504
1653102099.5925708	650512
1653102100.6003873	660520
1653102101.6017706	670528
1653102102.603641	680536
1653102103.6121662	690544
1653102104.621991	700552
1653102105.6241086	710560
1653102106.6246521	720568
1653102107.6252043	730576
1653102108.6263769	740584
1653102109.6270838	750592
1653102110.6276054	760600
1653102111.6366944	770608
1653102112.6372366	780616
1653102113.6422868	790624
1653102114.644487	810640
1653102115.6450632	820648
1653102116.6506643	830656
1653102117.651295	840664
1653102118.6573253	850672
1653102119.6614583	860680
1653102120.6702518	870688
1653102121.6708643	880696
1653102122.6742601	890704
1653102123.676444	900712
1653102124.679931	920728
1653102125.6816766	930736
1653102126.6830096	940744
1653102127.6854503	950752
1653102128.6895308	960760
1653102129.6901183	970768
1653102130.699612	980776
1653102131.7002125	990784
1653102132.704621	1000792
1653102133.7086716	1020808
1653102134.7092547	1030816
1653102135.7129803	1040824
1653102136.7155697	1050832
1653102137.7186122	1060840
1653102138.719637	1070848
1653102139.7201622	1080856
1653102140.7212005	1090864
1653102141.725503	1110880
1653102142.731505	1120888
1653102143.7363458	1130896
1653102144.7375236	1140904
1653102145.7414732	1150912
1653102146.74422	1160920
1653102147.7448485	1170928
1653102148.745383	1180936
1653102149.7459505	1200952
1653102150.7552953	1210960
1653102151.7600734	1220968
1653102152.7621565	1230976
1653102153.7627165	1240984
1653102154.7632694	1250992
1653102155.7690804	1261000
1653102156.7696998	1281016
1653102157.7703032	1291024
