1653102800.0490975	10000
1653102801.0500324	20008
1653102802.0507777	40024
1653102803.051391	50032
1653102804.054458	60040
1653102805.055037	70048
1653102806.0556402	80056
1653102807.056332	100072
1653102808.0568535	110080
1653102809.0574696	120088
1653102810.058067	130096
1653102811.0586853	140104
1653102812.0592425	160120
1653102813.0598352	170128
1653102814.0604308	180136
1653102815.0609896	190144
1653102816.0616212	200152
1653102817.0622501	220168
1653102818.064722	230176
1653102819.0667062	240184
1653102820.0673268	250192
1653102821.0678418	260200
1653102822.0705786	280216
1653102823.071292	290224
1653102824.0719326	300232
1653102825.0725443	310240
1653102826.0731423	320248
1653102827.0737488	340264
1653102828.0743709	350272
1653102829.0750546	360280
1653102830.07575	370288
1653102831.0763662	390304
1653102832.0769424	400312
1653102833.077571	410320
1653102834.0841136	420328
1653102835.0847318	430336
1653102836.0853484	440344
1653102837.0859191	460360
1653102838.0865788	470368
1653102839.0872087	480376
1653102840.0878239	490384
1653102841.0883858	500392
1653102842.0933967	510400
1653102843.0939398	520408
1653102844.0978518	540424
1653102845.1029673	550432
1653102846.1082194	560440
1653102847.1088698	570448
1653102848.1094775	580456
1653102849.110083	590464
1653102850.1106594	610480
1653102851.1112916	620488
1653102852.1119347	630496
1653102853.11258	640504
1653102854.1147835	650512
1653102855.1153822	660520
1653102856.1160173	670528
1653102857.1166148	690544
1653102858.1172514	700552
1653102859.1179252	710560
1653102860.1185877	720568
1653102861.1191516	730576
1653102862.1197264	740584
1653102863.1222863	750592
1653102864.1245112	770608
1653102865.1324573	780616
1653102866.1330013	790624
1653102867.1336424	800632
1653102868.134227	810640
1653102869.1348138	830656
1653102870.1355467	840664
1653102871.136205	850672
1653102872.1367414	860680
1653102873.1373382	870688
1653102874.1379335	890704
1653102875.1385267	900712
1653102876.1390953	910720
1653102877.139757	920728
1653102878.1403565	930736
1653102879.140924	950752
1653102880.1456695	960760
1653102881.1462932	970768
1653102882.146891	980776
1653102883.149063	1000792
1653102884.149703	1010800
1653102885.1503174	1020808
1653102886.1558146	1030816
1653102887.1563983	1050832
1653102888.1569884	1060840
1653102889.1613684	1070848
1653102890.161993	1080856
1653102891.1639123	1100872
1653102892.164502	1110880
1653102893.1651433	1120888
1653102894.1657226	1130896
1653102895.166354	1150912
1653102896.1669664	1160920
1653102897.1675553	1170928
1653102898.1681771	1180936
1653102899.1687813	1200952
1653102900.1693838	1210960
1653102901.1700041	1220968
1653102902.1713448	1230976
1653102903.175937	1240984
1653102904.176646	1261000
1653102905.1776931	1271008
1653102906.1782713	1281016
1653102907.1803937	1291024
1653102908.1810722	1311040
1653102909.1817727	1321048
1653102910.1824863	1331056
1653102911.1830714	1341064
1653102912.1836846	1361080
1653102913.184266	1371088
1653102914.1867666	1381096
1653102915.1873267	1391104
1653102916.1898685	1411120
1653102917.193501	1421128
1653102918.195442	1431136
1653102919.199685	1441144
1653102920.2003138	1461160
1653102921.2036824	1471168
1653102922.2083945	1481176
1653102923.2090013	1491184
1653102924.2096624	1511200
1653102925.2102299	1521208
1653102926.2108467	1531216
1653102927.2113767	1541224
1653102928.2124472	1561240
1653102929.2157617	1571248
1653102930.2183993	1581256
1653102931.2189403	1591264
1653102932.2242558	1611280
1653102933.2310562	1621288
1653102934.2364085	1631296
1653102935.239901	1641304
1653102936.2405264	1661320
1653102937.2448704	1671328
1653102938.2472105	1681336
1653102939.249084	1691344
1653102940.2516818	1711360
1653102941.2546306	1721368
1653102942.2591534	1731376
1653102943.2606595	1741384
1653102944.26291	1761400
1653102945.2635376	1771408
1653102946.2641337	1781416
1653102947.2700834	1791424
1653102948.271678	1811440
1653102949.2723148	1821448
1653102950.277432	1831456
1653102951.2780728	1841464
1653102952.2786996	1861480
1653102953.2792945	1871488
1653102954.2798967	1881496
1653102955.2805345	1891504
1653102956.2825258	1911520
1653102957.2831464	1921528
1653102958.2852552	1931536
1653102959.2858899	1941544
1653102960.286499	1961560
1653102961.2872164	1971568
1653102962.2877612	1981576
1653102963.2883422	1991584
1653102964.2903748	2001592
1653102965.2910154	2021608
1653102966.291613	2031616
1653102967.29221	2041624
1653102968.2928421	2051632
1653102969.2993383	2071648
1653102970.2999132	2081656
1653102971.3004806	2091664
1653102972.3010733	2101672
1653102973.3017044	2121688
1653102974.3047142	2131696
1653102975.3066847	2141704
1653102976.3073342	2151712
1653102977.3078892	2161720
1653102978.3084888	2181736
1653102979.3090603	2191744
1653102980.3185132	2201752
1653102981.324144	2211760
1653102982.3256598	2231776
1653102983.326261	2241784
1653102984.326839	2251792
1653102985.3274853	2261800
1653102986.3302257	2281816
1653102987.3308802	2291824
1653102988.3314323	2301832
1653102989.3320186	2311840
